2021,01,02,9364
2021,01,03,11522
2021,01,04,2778
2021,01,05,12632
2021,01,06,13363
2021,01,07,23289
2021,01,08,14383
2021,01,09,1508
2021,01,10,2505
2021,01,11,19312
2021,01,12,22250
2021,01,13,6083
2021,01,14,6892
2021,01,15,2598
2021,01,16,18140
2021,01,17,2992
2021,01,18,14632
2021,01,19,15105
2021,01,20,22581
2021,01,21,10999
2021,01,22,9743
2021,01,23,7940
2021,01,24,14789
2021,01,25,22560
2021,01,26,15727
2021,01,27,2316
2021,01,28,10068
2021,01,29,11062
2021,01,30,6720
2021,01,31,7892
2021,02,01,21257
2021,02,02,18755
2021,02,03,17942
2021,02,04,17534
